token_text,start_capital,all_capital,capital_ratio,length,vowel_ratio,number_of_vowels,numeric_charecter,numeric_ratio,number_of_nonAlphanumeric,nonAlphanumericRatio,previous_word_text,prev_start_capital,prev_all_capital,prev_capital_ratio,prev_length,prev_vowel_ratio,prev_number_of_vowels,prev_numeric_charecter,prev_numeric_ratio,prev_number_of_nonAlphanumeric,prev_nonAlphanumericRatio,next_word_text,next_start_capital,next_all_capital,next_capital_ratio,next_length,next_vowel_ratio,next_number_of_vowels,next_numeric_charecter,next_numeric_ratio,next_number_of_nonAlphanumeric,next_nonAlphanumericRatio,class
14subat,0,0,0.0,7,1.5,2.0,2.0,0.2857142857142857,0.0,0.0,thegalliard,0,0,0.0,11,1.75,4.0,0.0,0.0,0.0,0.0,GALLIARD,1,1,1.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,3
Çengelköy,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,Bahçesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,8
bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,Çengelköy,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,narbahcesicafe,0,0,0.0,14,1.3333333333333333,6.0,0.0,0.0,0.0,0.0,4
narbahcesicafe,0,0,0.0,14,1.3333333333333333,6.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,r1orYJZxnY,0,0,0.4,10,8.0,1.0,1.0,0.1,0.0,0.0,8
Ýzleyenler,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Adamý,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,el,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,9
Exen,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Yapý,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,7
Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Exen,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Yp1U9qsQti,1,0,0.3,10,3.0,2.0,2.0,0.2,0.0,0.0,8
Yp1U9qsQti,1,0,0.3,10,3.0,2.0,2.0,0.2,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,,0,0,0.15021458545410477,6,1.5491286041525336,2.2084502876980623,0.35797637216852957,0.0979396950130364,0.0013010563889821944,0.00013345169783196258,5
Anadoluhisarý,1,0,0.07692307692307693,13,0.8571428571428571,7.0,0.0,0.0,0.0,0.0,Restaurant,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,8
bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,Anadoluhisarý,1,0,0.07692307692307693,13,0.8571428571428571,7.0,0.0,0.0,0.0,0.0,ZyMyt7zH1m,1,0,0.3,10,8.0,0.0,2.0,0.2,0.0,0.0,4
Edin,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Mutlu,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,ciceksepeti,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,9
ciceksepeti,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,Edin,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,bng,0,0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,4
yiuql5aTYx,0,0,0.2,10,2.0,3.0,1.0,0.1,0.0,0.0,bng,0,0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.1502422441883073,6,1.5494138423414772,2.208856925570958,0.3580422856968242,0.09795772846820361,0.0013012959500922998,0.00013345169783196258,5
Dürümcü,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,klasiði,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Emmi,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,8
Sapphire,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,,0,0,0.14240708736732308,5,1.4384010046202687,2.1451483084869616,0.3805637489619446,0.11455296721018961,0.0007462034293371462,0.00010590836278909673,Istanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,8
Istanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Sapphire,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,8
Levent,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,5
Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,bng,0,0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,GvimGwsgPJ,1,0,0.4,10,9.0,1.0,0.0,0.0,0.0,0.0,5
Istanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Sapphire,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,8
bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,Istanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,4
TOM98qVGt0,1,0,0.5,10,6.0,1.0,3.0,0.3,0.0,0.0,Terasi,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.15026990801526152,6,1.5496991330508016,2.209263638317335,0.35810821136165516,0.09797576524383758,0.00130153555531235,0.00013345169783196258,5
Rumeli,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.14243330852132183,5,1.4386658547408024,2.145543290683332,0.38063382146221386,0.11457405963648498,0.0007463408263964977,0.00010590836278909675,Çikolatacýsý,1,0,0.08333333333333333,12,1.0,6.0,0.0,0.0,0.0,0.0,10
Çikolatacýsý,1,0,0.08333333333333333,12,1.0,6.0,0.0,0.0,0.0,0.0,Rumeli,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Acibadem,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,10
Acibadem,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,Çikolatacýsý,1,0,0.08333333333333333,12,1.0,6.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,8
Iftar,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,bng,0,0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,sonrasý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,10
bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,Koþuyolu,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,bng,0,0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,4
seuhL2aRiV,0,0,0.3,10,1.25,4.0,1.0,0.1,0.0,0.0,bng,0,0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.1502975769359051,6,1.5499844762901773,2.209670425950978,0.358174149165257,0.09799380534054974,0.001301775204650467,0.00013345169783196258,5
Allahkabuletsin,1,0,0.06666666666666667,15,1.5,6.0,0.0,0.0,0.0,0.0,olsan,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,istanbul,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,9
istanbul,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Allahkabuletsin,1,0,0.06666666666666667,15,1.5,6.0,0.0,0.0,0.0,0.0,mkFFlo8JAn,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,8
mkFFlo8JAn,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,istanbul,0,0,0.0,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,,0,0,0.1503252509511759,6,1.5502698720692771,2.210077288485677,0.35824009910986493,0.09801184875895162,0.0013020148981147737,0.00013345169783196258,5
Sahurda,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.14245953450337326,5,1.4389307536277,2.1459383456070444,0.38070390686480304,0.11459515594648985,0.0007464782487545159,0.00010590836278909673,Nerdesiniz,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,3
Godiva,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.14248576531436632,5,1.4391957012899406,2.1463334732714907,0.3807740051720881,0.11461625614091933,0.0007466156964158589,0.00010590836278909671,Akasya,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,8
Akasya,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Godiva,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Avm,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,7
Avm,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,Akasya,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,7
Sherbet,1,0,0.14285714285714285,7,2.5,2.0,0.0,0.0,0.0,0.0,olsun,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Koþuyolu,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,8
Koþuyolu,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,Sherbet,1,0,0.14285714285714285,7,2.5,2.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,5
Sole,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.1425120009551902,5,1.4394606977365048,2.1467286736900637,0.38084411638644494,0.11463736022048865,0.0007467531693851861,0.00010590836278909674,Mare,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,8
Mare,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Sole,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Çeþme,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,8
Çeþme,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Mare,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,5
aysehatunonal11,0,0,0.0,15,1.1666666666666667,6.0,2.0,0.13333333333333333,0.0,0.0,insan,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Sheraton,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,4
Sheraton,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,aysehatunonal11,0,0,0.0,15,1.1666666666666667,6.0,2.0,0.13333333333333333,0.0,0.0,Bursa,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,8
Bursa,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Sheraton,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,wyO5fSckpf,0,0,0.2,10,8.0,1.0,1.0,0.1,0.0,0.0,8
Pazar,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14253824142673416,5,1.4397257429763752,2.1471239468761603,0.38091424051025025,0.11465846818591316,0.0007468906676671574,0.00010590836278909673,Kahvaltýsý,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,9
Kahvaltýsý,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Pazar,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Cookline,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,9
Cookline,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,Kahvaltýsý,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Pancake,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,8
Pancake,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Cookline,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,Baðdat,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,8
Baðdat,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Pancake,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Caddesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,5
Caddesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Baðdat,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Þaþkýnbakkal,1,0,0.08333333333333333,12,2.0,4.0,0.0,0.0,0.0,0.0,5
Þaþkýnbakkal,1,0,0.08333333333333333,12,2.0,4.0,0.0,0.0,0.0,0.0,Caddesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,bng,0,0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,5
Cevahir,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Maltepe,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Otel,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,8
yewwe1cts6,0,0,0.0,10,3.0,2.0,2.0,0.2,0.0,0.0,Otel,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.15035293006201206,6,1.5505553203977742,2.2104842259352235,0.35830606119771424,0.0980298954996548,0.0013022546357133954,0.00013345169783196258,5
Kemal,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14256448672988764,5,1.4399908370185361,2.1475192928431786,0.3809843775458809,0.11467958003790835,0.0007470281912664332,0.00010590836278909675,Usta,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,10
Usta,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Kemal,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Waffle,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,10
Mado,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Waffle,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,7
Emirgan,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Mado,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,8
MADO,1,1,1.0,4,1.0,2.0,0.0,0.0,0.0,0.0,bng,0,0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,http,0,0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,7
WYDOx3FWiS,1,0,0.7,10,3.5,2.0,1.0,0.1,0.0,0.0,http,0,0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.1503806142693518,6,1.550840821285345,2.210891238313411,0.358372035431041,0.098047945563271,0.0013024944174544585,0.00013345169783196258,5
Baðdat,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Pancake,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Caddesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,8
bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,bng,0,0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,bagdatcaddesi,0,0,0.0,13,1.6,5.0,0.0,0.0,0.0,0.0,4
K7MwfzCq24,1,0,0.3,10,7.0,0.0,3.0,0.3,0.0,0.0,http,0,0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.15040830357413346,6,1.5511263747416673,2.2112983256340355,0.3584380218120815,0.09806599895041211,0.0013027342433460905,0.00013345169783196258,5
Ankara,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.14259073686554039,5,1.4402559798719736,2.14791471160452,0.3810545274957145,0.11470069577718987,0.0007471657401876753,0.00010590836278909673,ya,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
Cafe,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Gazebo,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,amp,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,8
Restaurant,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,amp,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,bugunnnereyegitsem,0,0,0.0,18,1.5714285714285714,7.0,0.0,0.0,0.0,0.0,8
bugunnnereyegitsem,0,0,0.0,18,1.5714285714285714,7.0,0.0,0.0,0.0,0.0,Restaurant,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,bng,0,0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,5
The,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,önerimiz,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,Mono,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,8
Mono,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,The,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,Restaurant,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,8
Restaurant,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Mono,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Sakarya,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,8
Sakarya,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Restaurant,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,5
Eataly,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.14261699183458207,5,1.440521171545675,2.148310203173587,0.3811246903621287,0.11472181540447347,0.0007473033144355463,0.00010590836278909671,Zorlu,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,8
Zorlu,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Eataly,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Center,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,7
Center,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Zorlu,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,7
Akþam,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14264325163790276,5,1.4407864120486293,2.1487057675637864,0.3811948661475019,0.11474293892047502,0.0007474409140147097,0.00010590836278909674,yemegi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,3
yemegi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Akþam,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,önerimiz,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,3
Çömlek,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,önerimiz,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,Çamlýca,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,8
Çamlýca,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Çömlek,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,8
Koþuyolu,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,Mocca,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,8
bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,Koþuyolu,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,http,0,0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,4
http,0,0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,sOiKcomElJ,0,0,0.4,10,1.5,4.0,0.0,0.0,0.0,0.0,5
sOiKcomElJ,0,0,0.4,10,1.5,4.0,0.0,0.0,0.0,0.0,http,0,0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.1504359979772957,6,1.5514119807764202,2.211705487910897,0.35850402034307255,0.09808405566169005,0.0013029741133964215,0.00013345169783196258,5
bugunnereyegitsem,0,0,0.0,17,1.4285714285714286,7.0,0.0,0.0,0.0,0.0,Bakery,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,fiyonkbakery,0,0,0.0,12,2.0,4.0,0.0,0.0,0.0,0.0,4
S7zBiM3usp,1,0,0.3,10,3.0,2.0,2.0,0.2,0.0,0.0,http,0,0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.15046369747977725,6,1.5516976393992847,2.2121127251577968,0.3585700310262511,0.09810211569771685,0.0013032140276135816,0.00013345169783196258,5
öldü,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,annesi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,iki,0,0,0.0,3,0.5,2.0,0.0,0.0,0.0,0.0,9
tecavüz,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Kendisine,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,eden,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,4
öldüren,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,kiþiyi,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Nevin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,9
Nevin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,öldüren,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Yýldýrým,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,10
Yýldýrým,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Nevin,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,için,0,0,0.0,4,1.0,2.0,0.0,0.0,0.0,0.0,10
verildi,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,karar,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,M1vLVolRze,1,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,9
Çavuþoðlu,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,,0,0,0.14266951627639252,5,1.4410517013898279,2.1491014047885266,0.38126505485421286,0.11476406632591057,0.0007475785389298292,0.00010590836278909673,ndan,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,10
Merkel,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,ndan,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,yanýt,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,10
Konya,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14269578575094166,5,1.4413170395782626,2.1494971148612185,0.38133525648464084,0.11478519762149628,0.0007477161891855704,0.00010590836278909675,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,5
Belediye,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,,0,0,0.14272206006244068,5,1.4415824266229282,2.149892897795275,0.3814054710411654,0.1148063328079484,0.0007478538647865988,0.00010590836278909673,Baþkanýnýn,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,6
Baþkanýnýn,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Belediye,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,makam,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,6
Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,SONDAKÝKA,1,1,1.0,9,1.25,4.0,0.0,0.0,0.0,0.0,Esenyurt,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,8
Esenyurt,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,ta,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,8
saldýrý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,silahlý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,e7rUD94deC,0,0,0.3,10,1.3333333333333333,3.0,3.0,0.3,0.0,0.0,9
CNNTURKSpor,1,0,0.7272727272727273,11,4.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.1427483392117801,5,1.4418478625328202,2.1502887536041118,0.38147569852616653,0.11482747188598337,0.0007479915657375815,0.00010590836278909671,Kyle,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,4
Kyle,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,CNNTURKSpor,1,0,0.7272727272727273,11,4.5,2.0,0.0,0.0,0.0,0.0,Korver,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,10
Korver,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Kyle,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,ýn,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,10
